Entry No.,Headword,No.,Syllabary,Practical,Simple phonetics,Tone and length 1,Tone and length 2,Part of speech,Part of speech ch,Grammar sub entry,Grammar note,Translation 1A,Translation 1B,Translation 1C,Translation 1D,Translation 1E,Translation 1F,Translation 1G,Translation 1H,Translation 1 sub entry,Translation 2A,Translation 2B,Translation 2C,Translation 2D,Translation 2 sub entry,Translation 3A,Translation 3B,Translation 3C,Translation 3D,Translation 3 sub entry,English gloss 1,English gloss 2,English gloss 3,English gloss 4,Variant 1,Variant 2,Variant 3,Variant 4,Variant 5,Variant 6,Variant 7,Variant 8,Word audio,Sentence 1 audio,Sentence-1 SYLL,Sentence-1 PHON,Sentence-1 ENGL,Sentence 2 audio,Sentence-2 SYLL,Sentence-2 PHON,Sentence-2 ENGL,Sentence 3 audio,Sentence-3 SYLL,Sentence-3 PHON,Sentence-3 ENGL,Source of sentence 1,Source of sentence 2,Source of sentence 3,Speaker of sentence 1,Speaker of sentence 2,Speaker of sentence 3,Notes on speaker of sentence 1,Notes on speaker of sentence 2,Notes on speaker of sentence 3,Status
368.2,ᎦᏁᏟᏗᎭ,368,ᎦᏁᏟᏗᎭ,ganehldiha,ga-ne-tli-di-ha,gánẹhldị́ha,gá:nehldíha,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate/ inanimate object,,I’m attempting it,,,,,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,Sentence_for_entry_0368.m4a,ᏓᏆᎴᎳ ᎤᏂᎩᏍᏙᏗ *ᎠᏁᏟᏗᎭ.*,dagwalé:la u:hnígì:sdohdi̋: *á:ne:lhdǐ:ha*,*He’s trying* to start the car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
368.3,ᎤᏁᏟᏔᏅᎢ,368,ᎤᏁᏟᏔᏅᎢ,unehltanv’i,u-ne-tli-ta-nv-i,únẹhltạ́nv́’i,ú:nehltánv́:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she attempted it,,,,,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,Sentence_for_entry_0368.m4a,ᏓᏆᎴᎳ ᎤᏂᎩᏍᏙᏗ *ᎠᏁᏟᏗᎭ.*,dagwalé:la u:hnígì:sdohdi̋: *á:ne:lhdǐ:ha*,*He’s trying* to start the car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
368.4,ᎠᏁᏟᏗᏍᎪᎢ,368,ᎠᏁᏟᏗᏍᎪᎢ,anehldisgo’i,a-ne-tli-di-s-go-i,ánẹhldǐsgọ́’i,á:nehldǐ:sgó’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she attempts it,,,,,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,Sentence_for_entry_0368.m4a,ᏓᏆᎴᎳ ᎤᏂᎩᏍᏙᏗ *ᎠᏁᏟᏗᎭ.*,dagwalé:la u:hnígì:sdohdi̋: *á:ne:lhdǐ:ha*,*He’s trying* to start the car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
368.5,ᎭᏁᏟᏓ,368,ᎭᏁᏟᏓ,hanehlda,ha-ne-tli-da,hànẹhlda,hà:nehlda,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate/ inanimate direct objects,,attempt it!,,,,,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,Sentence_for_entry_0368.m4a,ᏓᏆᎴᎳ ᎤᏂᎩᏍᏙᏗ *ᎠᏁᏟᏗᎭ.*,dagwalé:la u:hnígì:sdohdi̋: *á:ne:lhdǐ:ha*,*He’s trying* to start the car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
368.6,ᎤᏁᏟᏙᏗ,368,ᎤᏁᏟᏙᏗ,unehldohdi,u-ne-tli-do-di,ùněhldọhdi,ù:ně:hldohdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to attempt something,,,,,,,,,,,,,,,,,,,attempt,,,,,,,,,,,,,Sentence_for_entry_0368.m4a,ᏓᏆᎴᎳ ᎤᏂᎩᏍᏙᏗ *ᎠᏁᏟᏗᎭ.*,dagwalé:la u:hnígì:sdohdi̋: *á:ne:lhdǐ:ha*,*He’s trying* to start the car.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
369.1,ᎠᏁᎳᏗᎠ,369,ᎠᏁᎳᏗᎠ,aneladi’a,a-ne-la-di-a,ànělạ́dị’a,à:ně:ládi’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,he is getting married,she is getting married,,,,,,,,,,,,,,,,,,married,get married,getting married,,,,,,,,,,,Sentence_for_entry_0369.m4a,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ *ᎤᏁᎳᏛᎢ* ᎣᎩᎾᎵᎢ.,ně:lá:dú:gwú nù:de:tiyv̋:ha *ù:ně:ldv́* o:gina:li̋:’i,My friend *got married* as soon as he turned eighteen.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
369.2,ᎦᏁᎳᏗᎠ,369,ᎦᏁᎳᏗᎠ,ganeladi’a,ga-ne-la-di-a,ganělạ́dị’a,ga:ně:ládi’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I’m getting married,,,,,,,,,,,,,,,,,,,married,get married,getting married,,,,,,,,,,,Sentence_for_entry_0369.m4a,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ *ᎤᏁᎳᏛᎢ* ᎣᎩᎾᎵᎢ.,ně:lá:dú:gwú nù:de:tiyv̋:ha *ù:ně:ldv́* o:gina:li̋:’i,My friend *got married* as soon as he turned eighteen.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
369.3,ᎤᏁᎳᏛᎢ,369,ᎤᏁᎳᏛᎢ,uneladv’i,u-ne-la-dv-i,ùnělạ́dv̌’i,ù:ně:ládv̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he got married,she got married,,,,,,,,,,,,,,,,,,married,get married,getting married,,,,,,,,,,Word_0369.3.m4a,Sentence_for_entry_0369.m4a,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ *ᎤᏁᎳᏛᎢ* ᎣᎩᎾᎵᎢ.,ně:lá:dú:gwú nù:de:tiyv̋:ha *ù:ně:ldv́* o:gina:li̋:’i,My friend *got married* as soon as he turned eighteen.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
369.4,ᎠᏁᎳᏗᏍᎪᎢ,369,ᎠᏁᎳᏗᏍᎪᎢ,aneladisgo’i,a-ne-la-di-s-go-i,ànělạ́dìsgó’i,à:ně:ládì:sgó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he gets married,she gets married,,,,,,,,,,,,,,,,,,married,get married,getting married,,,,,,,,,,,Sentence_for_entry_0369.m4a,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ *ᎤᏁᎳᏛᎢ* ᎣᎩᎾᎵᎢ.,ně:lá:dú:gwú nù:de:tiyv̋:ha *ù:ně:ldv́* o:gina:li̋:’i,My friend *got married* as soon as he turned eighteen.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
369.5,ᎭᏁᎳᏓ,369,ᎭᏁᎳᏓ,hanelada,ha-ne-la-da,hanelạda,ha:ne:lada,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,imperative with animate/ inanimate direct objects,,get married!,,,,,,,,,,,,,,,,,,,married,get married,getting married,,,,,,,,,,,Sentence_for_entry_0369.m4a,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ *ᎤᏁᎳᏛᎢ* ᎣᎩᎾᎵᎢ.,ně:lá:dú:gwú nù:de:tiyv̋:ha *ù:ně:ldv́* o:gina:li̋:’i,My friend *got married* as soon as he turned eighteen.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
369.6,ᎤᏁᎳᏗᏍᏗ,369,ᎤᏁᎳᏗᏍᏗ,uneladisdi,u-ne-la-di-s-di,unělạ́dìsdi,u:ně:ládì:sdi,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular infinitive,,to get married,,,,,,,,,,,,,,,,,,,married,get married,getting married,,,,,,,,,,,Sentence_for_entry_0369.m4a,ᏁᎳᏚᏊ ᏄᏕᏘᏴᎭ *ᎤᏁᎳᏛᎢ* ᎣᎩᎾᎵᎢ.,ně:lá:dú:gwú nù:de:tiyv̋:ha *ù:ně:ldv́* o:gina:li̋:’i,My friend *got married* as soon as he turned eighteen.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.1,ᎠᏅᏓᏗᎠ,370,ᎠᏅᏓᏗᎠ,anhdadi’a,a-nv-da-di-a,ànhdạdị́’a,à:nhdadí’a,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular,,he/she is remembering him/her,he/she is remembering it,,,,,,,,,,,,,,,,,,remember,,,,,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.2,ᏥᏯᏅᏓᏗᎠ,370,ᏥᏯᏅᏓᏗᎠ,jiyanvdadi’a,tsi-ya-nv-da-di-a,jiyanv̀dạdị́’a,ji:ya:nv̀:dadí’a,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with animate object,,I’m remembering him/her,,,,,,,,,,,,,,,,,,,remember,,,,tsiyanvdadi’a,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.3,ᎦᏅᏓᏗᎠ,370,ᎦᏅᏓᏗᎠ,ganvdadi’a,ga-nv-da-di-a,ganv̀dạdị́’a,ga:nv̀:dadí’a,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,1st person singular with inanimate object,,I’m remembering it,,,,,,,,,,,,,,,,,,,remember,,,,,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.4,ᎤᏅᏓᏛᎢ,370,ᎤᏅᏓᏛᎢ,unhdadv’i,u-nv-da-dv-i,ùnhdạ́dv̌’i,ù:nhdádv̌:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular non-progressive remote past tense,,he/she remembered him/her,he/she remembered it,,,,,,,,,,,,,,,,,,remember,,,,,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.5,ᎠᏅᏓᏗᏍᎪᎢ,370,ᎠᏅᏓᏗᏍᎪᎢ,anhdadisgo’i,a-nv-da-di-s-go-i,ànhdạdîsgó’i,à:nhdadî:sgó:’i,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular present habitual,,he/she remembers him/her,he/she remembers it,,,,,,,,,,,,,,,,,,remember,,,,,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.6,ᎯᏯᏅᏓᏓ,370,ᎯᏯᏅᏓᏓ,hiyanvdada,hi-ya-nv-da-da,hiyanv̀dạda,hi:ya:nv̀:dada,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with animate direct objects,,remember him/her!,,,,,,,,,,,,,,,,,,,remember,,,,,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.7,ᎭᏅᏓᏓ,370,ᎭᏅᏓᏓ,hanhdada,ha-nv-da-da,hạnhdada,hanhda:da,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,imperative with inanimate direct objects,,remember it!,,,,,,,,,,,,,,,,,,,remember,,,,,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
370.8,ᎤᏅᏓᏗᏍᏗ,370,ᎤᏅᏓᏗᏍᏗ,unhdadisdi,u-nv-da-di-s-di,ụnhdạdìsdi,unhdadì:sdi,verb (v.t.),ᏛᎪᏏᏏᏍᎬᎢ (v.t.) ,3rd person singular infinitive,,to remember someone,to remember something,,,,,,,,,,,,,,,,,,remember,,,,,,,,,,,,,Sentence_for_entry_0370.m4a,*ᎭᏅᏓᏗᎠᏍ* ᎾᎩᏪᏒ ᎪᎯᎩᏴ ᏥᎨᏒ?,*ha:nhdadí’ás* nà:giwè:sv̋ gò:hí:gi:yv̋ jigè:sv̋:’i,*Do you remember* what I said long ago?,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Durbin Feeling,,,Cherokee National Treasure. Renowned Cherokee linguist.,,,APPROVED
371.1,ᎠᏂ,371,ᎠᏂ,a’ni,a-ni,ạ́’ni,á’ni,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,strawberry,,,,,,,,,,,,,,,,,,,strawberry,,,,,,,,,,,,Word_0371.1.m4a,Sentence_for_entry_0371.m4a,ᏥᏈᏍᏗ *ᎠᏂ* ᎠᎾᏛᎯᏍᏗᏍᎪ ᏍᏗᎳᏪᎵ.,tsgwi̋:sdi *á’ni* à:ntvhisdǐ:sgó sdilawě:li,They grow a lot of *strawberries* in Stilwell.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
372.1,ᎠᏂᏙᎾᎠ,372,ᎠᏂᏙᎾᎠ,anidona’a,a-ni-do-na-a,ànidônạ’a,à:ni:dô:na’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,they are standing,,,,,,,,refers to a congregation,,,,,,,,,,,stand,,,,,,,,,,,,Word_0372.1.m4a,Sentence_for_entry_0372.m4a,ᏔᎵ ᎢᏳᏟᎶᏓ ᎢᎪᎯᏓ *ᎠᏂᏙᎾᎥᎢ.*,tá’li iyú:hli:lő:da igo:hi̋:da *à:nidó:na’v̌:’i*,*They were standing* for two hours.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
372.2,ᎣᏥᏙᎾᎠ,372,ᎣᏥᏙᎾᎠ,ojidona’a,o-tsi-do-na-a,òjidônạ’a,ò:ji:dô:na’a,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,I am standing,,,,,,,,refers to a congregation,,,,,,,,,,,stand,,,,otsidona’a,,,,,,,,,Sentence_for_entry_0372.m4a,ᏔᎵ ᎢᏳᏟᎶᏓ ᎢᎪᎯᏓ *ᎠᏂᏙᎾᎥᎢ.*,tá’li iyú:hli:lő:da igo:hi̋:da *à:nidó:na’v̌:’i*,*They were standing* for two hours.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
372.3,ᎠᏂᏙᎾᎥᎢ,372,ᎠᏂᏙᎾᎥᎢ,anidona’v’i,a-ni-do-na-v-i,ànidônạ’v̌’i,à:ni:dô:na’v̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,he/she stood,,,,,,,,refers to a congregation,,,,,,,,,,,stand,,,,,,,,,,,,,Sentence_for_entry_0372.m4a,ᏔᎵ ᎢᏳᏟᎶᏓ ᎢᎪᎯᏓ *ᎠᏂᏙᎾᎥᎢ.*,tá’li iyú:hli:lő:da igo:hi̋:da *à:nidó:na’v̌:’i*,*They were standing* for two hours.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
372.4,ᎠᏂᏙᎾᎣᎢ,372,ᎠᏂᏙᎾᎣᎢ,anidona’o’i,a-ni-do-na-o-i,ànidônạ’ó’i,à:ni:dô:na’ó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,he/she stands,,,,,,,,refers to a congregation,,,,,,,,,,,stand,,,,,,,,,,,,,Sentence_for_entry_0372.m4a,ᏔᎵ ᎢᏳᏟᎶᏓ ᎢᎪᎯᏓ *ᎠᏂᏙᎾᎥᎢ.*,tá’li iyú:hli:lő:da igo:hi̋:da *à:nidó:na’v̌:’i*,*They were standing* for two hours.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
373.1,ᎠᏂᏟᎾ,373,ᎠᏂᏟᎾ,anihlina,a-ni-tli-na,ànihlị́na,à:ni:hlína,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,they are asleep,,,,,,,,refers to more than two,,,,,,,,,,,asleep,,,,,,,,,,,,,Sentence_for_entry_0373.m4a,ᏌᏚ ᎢᏳᏩᏂᎸ ᎤᏒ ᎦᏳᎳ *ᎠᏂᏟᏅᎢ.*,sá’du iyúwa:hnilv́ usv́ gá:yu:la *à:ni:hlí’nv̌:’i*,At eleven o’clock last night‚ *they were* already *asleep.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
373.2,ᎣᏥᏟᎾ,373,ᎣᏥᏟᎾ,ojihlina,o-tsi-tli-na,òjihlị́na,ò:ji:hlína,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,we are asleep,,,,,,,,refers to more than two,,,,,,,,,,,asleep,,,,otsihlina,,,,,,,,,Sentence_for_entry_0373.m4a,ᏌᏚ ᎢᏳᏩᏂᎸ ᎤᏒ ᎦᏳᎳ *ᎠᏂᏟᏅᎢ.*,sá’du iyúwa:hnilv́ usv́ gá:yu:la *à:ni:hlí’nv̌:’i*,At eleven o’clock last night‚ *they were* already *asleep.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
373.3,ᎠᏂᏟᏃᎢ,373,ᎠᏂᏟᏃᎢ,anihlino’i,a-ni-tli-no-i,ànihlị́nó’i,à:ni:hlínó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,they sleep,,,,,,,,refers to more than two,,,,,,,,,,,asleep,,,,,,,,,,,,,Sentence_for_entry_0373.m4a,ᏌᏚ ᎢᏳᏩᏂᎸ ᎤᏒ ᎦᏳᎳ *ᎠᏂᏟᏅᎢ.*,sá’du iyúwa:hnilv́ usv́ gá:yu:la *à:ni:hlí’nv̌:’i*,At eleven o’clock last night‚ *they were* already *asleep.*,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
374.1,ᎠᏂᎾ,374,ᎠᏂᎾ,ani’na,a-ni-na,ànị́’na,à:ní’na,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular,,they are sitting,,,,,,,,refers to a congregation,,,,,,,,,,,sit,,,,,,,,,,,,,Sentence_for_entry_0374.m4a,ᎡᏝᏪ *ᎠᏂᏅᎢ.*,e:hlawe̋: *à:ní:’nv̌:’i*,*They sat* quietly.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
374.2,ᎣᏥᎾ,374,ᎣᏥᎾ,oji’na,o-tsi-na,òjị́’na,ò:jí’na,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,1st person singular with animate/ inanimate object,,we are sitting,,,,,,,,refers to a congregation,,,,,,,,,,,sit,,,,otsi’na,,,,,,,,,Sentence_for_entry_0374.m4a,ᎡᏝᏪ *ᎠᏂᏅᎢ.*,e:hlawe̋: *à:ní:’nv̌:’i*,*They sat* quietly.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
374.3,ᎠᏂᏅᎢ,374,ᎠᏂᏅᎢ,ani’nv’i,a-ni-nv-i,ànị́’nv̌’i,à:ní’nv̌:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular non-progressive remote past tense,,they sat,,,,,,,,refers to a congregation,,,,,,,,,,,sit,,,,,,,,,,,,Word_0374.3.wav,Sentence_for_entry_0374.m4a,ᎡᏝᏪ *ᎠᏂᏅᎢ.*,e:hlawe̋: *à:ní:’nv̌:’i*,*They sat* quietly.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
374.4,ᎠᏂᏃᎢ,374,ᎠᏂᏃᎢ,ani’no’i,a-ni-no-i,ànị́’nó’i,à:ní’nó:’i,verb (v.i.),ᏛᎪᏏᏏᏍᎬᎢ (v.i.) ,3rd person singular present habitual,,they sit,,,,,,,,refers to a congregation,,,,,,,,,,,sit,,,,,,,,,,,,,Sentence_for_entry_0374.m4a,ᎡᏝᏪ *ᎠᏂᏅᎢ.*,e:hlawe̋: *à:ní:’nv̌:’i*,*They sat* quietly.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
375.1,ᎠᏂᏁᎵ,375,ᎠᏂᏁᎵ,anineli,a-ni-ne-li,ạnine̋li,ani:ne̋:li,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,his/her husband,,,,,,,,,,,,,,,,,,,husband,,,,,,,,,,,,Word_0375.1.m4a,Sentence_for_entry_0375.m4a,ᏧᎾᏕᏠᏆᏍᏗ ᏓᏕᏲᎲᏍᎪ *ᎠᏂᏁᎵ.*,ju:nade:lhgwà:sdi̋: dà:de:hyo:hv́sgó *ani:ne̋:li*,*Her husband* teaches at school.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Phyllis Edwards,,,Cherokee Nation translation specialist.,,,APPROVED
376.1,ᎠᏂᏍᏆᏂᎢ,376,ᎠᏂᏍᏆᏂᎢ,Anisgwani’i,a-ni-s-qua-ni-i,ạnisgwani̋’i,ani:sgwa:ni̋:’i,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,Mexico,,,,,,,,,,,,,,,,,,,Mexico,,,,Anisquani’i,,,,,,,,Word_0376.1.m4a,Sentence_for_entry_0376.m4a,*ᎠᏂᏍᏆᏂ*Ꭲ ᏓᎨᏏ ᎪᎩ ᎢᏴᎢ.,*ani:sgwǎ:ni̋:’i* dagé:si go:gi iyv̋:’i,I’m going to *Mexico* in the summer.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
377.1,ᎠᏂᏲᏍᎩᎢ,377,ᎠᏂᏲᏍᎩᎢ,aniyosgi’i,a-ni-yo-s-gi-i,ạniyọ́sgi̋’i,ani:yósgi̋:’i,noun,ᎪᎱᏍᏗ ᏴᎧᏃᎮᎭ ,singular,,military service,,,,,,,,,,,,,,,,,,,military,,,,,,,,,,,,Word_0377.1.m4a,Sentence_for_entry_0377.m4a,ᏦᎢ ᏧᏕᏘᏴᏓ ᎠᎩᏴᏢ *ᎠᏂᏲᏍᎩᎢ.*,jo’i ju:de:tiyv̋:da à:giyv:hlv́: *ani:yósgi̋:’i*,I was in the *military service* for three years.,,,,,,,,,Cherokee Dictionary 1975 Durbin Feeling,,,Anna Sixkiller,,,Cherokee National Treasure.,,,APPROVED
