Index,Verb Number,Set,,Tense,Tense?,Subject,Object,Verb,Dupes,Cherokee,English,Syllabary,Stem,Stem Number,Is_Dupe,CED Entry,CED English,CED Sentence (Cherokee),CED Sentence (Syllabary),CED Sentence (English),CED Index,CED Link,Full Line,Tags,Notes
579,6,B,,Infinitive,,First Plural Inclusive,Third Singular,"To Have Something Long and Rigid, like a stick, a shovel, etc.",,igvyi iyulisdodi,For us (you and I and another or others) to have something long & rigid (singular),ᎢᎬᏱᎢᏳᎵᏍᏙᏗ,-vy-i,V,,uwaya,he has a long object,Galogwe usvdena *agwvya*.,ᎦᎶᏇ ᎤᏒᏕᎾ *ᎠᏋᏯ*.,*I have* a shotgun.,1944,https://cherokeedictionary.net/share/73976,First Plural Inclusive: “For us (you and I and another or others) to have something long & rigid (singular)” igvyi iyulisdodi ᎢᎬᏱ ᎢᏳᎵᏍᏙᏗ,Infinitive transitive P_1p-in VERB_C::uwaya VERB_E::To_Have_Something_Long_and_Rigid,
580,6,B,,Infinitive,,Third Plural,Third Singular,"To Have Something Long and Rigid, like a stick, a shovel, etc.",,unvyi iyulisdodi,For them to have something long & rigid (singular),ᎤᏅᏱᎢᏳᎵᏍᏙᏗ,-vy-i,V,,uwaya,he has a long object,Galogwe usvdena *agwvya*.,ᎦᎶᏇ ᎤᏒᏕᎾ *ᎠᏋᏯ*.,*I have* a shotgun.,1944,https://cherokeedictionary.net/share/73976,Third Plural Form: “For them to have something long & rigid (singular)” unvyi iyulisdodi ᎤᏅᏱ ᎢᏳᎵᏍᏙᏗ,Infinitive transitive P_3p VERB_C::uwaya VERB_E::To_Have_Something_Long_and_Rigid,
581,7,B,,Present Tense,,First Singular,Third Singular,To Have Something Flexible*,,agina’a,I have something flexible (singular),ᎠᎩᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Singular: “I have something flexible (singular)”/“I have multiple flexible things” agina’a/dagina’a ᎠᎩᎾᎠ/ᏓᎩᎾᎠ,PresentTense transitive P_1s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
582,7,B,,Present Tense,,First Singular,Third Plural,To Have Something Flexible*,,dagina’a,I have multiple flexible things,ᏓᎩᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Singular: “I have something flexible (singular)”/“I have multiple flexible things” agina’a/dagina’a ᎠᎩᎾᎠ/ᏓᎩᎾᎠ,PresentTense transitive P_1s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
583,7,B,,Present Tense,,Second Singular,Third Singular,To Have Something Flexible*,,tsana’a,You have something flexible (singular),ᏣᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Singular: “You have something flexible (singular)”/“You have multiple flexible things” tsana’a/detsana’a ᏣᎾᎠ/ᏕᏣᎾᎠ,PresentTense transitive P_2s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
584,7,B,,Present Tense,,Second Singular,Third Plural,To Have Something Flexible*,,detsana’a,You have multiple flexible things,ᏕᏣᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Singular: “You have something flexible (singular)”/“You have multiple flexible things” tsana’a/detsana’a ᏣᎾᎠ/ᏕᏣᎾᎠ,PresentTense transitive P_2s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
585,7,B,,Present Tense,,Third Singular,Third Singular,To Have Something Flexible*,,una’a,He/she/it has something flexible (singular),ᎤᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Third Singular: “He/she/it has something flexible (singular)”/“He/she/it has multiple flexible things” una’a/duna’a ᎤᎾᎠ/ᏚᎾᎠ,PresentTense transitive P_3s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
586,7,B,,Present Tense,,Third Singular,Third Plural,To Have Something Flexible*,,duna’a,He/she/it has multiple flexible things,ᏚᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Third Singular: “He/she/it has something flexible (singular)”/“He/she/it has multiple flexible things” una’a/duna’a ᎤᎾᎠ/ᏚᎾᎠ,PresentTense transitive P_3s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
587,7,B,,Present Tense,,Second Dual,Third Singular,To Have Something Flexible*,,sdina’a,You (two) have something flexible (singular),ᏍᏗᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Dual: “You (two) have something flexible (singular)”/“You (two) have multiple flexible things” sdina’a/desdina’a ᏍᏗᎾᎠ/ᏕᏍᏗᎾᎠ,PresentTense transitive P_2d VERB_C::unaa VERB_E::To_Have_Something_Flexible,
588,7,B,,Present Tense,,Second Dual,Third Plural,To Have Something Flexible*,,desdina’a,You (two) have multiple flexible things,ᏕᏍᏗᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Dual: “You (two) have something flexible (singular)”/“You (two) have multiple flexible things” sdina’a/desdina’a ᏍᏗᎾᎠ/ᏕᏍᏗᎾᎠ,PresentTense transitive P_2d VERB_C::unaa VERB_E::To_Have_Something_Flexible,
589,7,B,,Present Tense,,Second Plural,Third Singular,To Have Something Flexible*,,itsina’a,You (more than two) have something flexible (singular),ᎢᏥᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Plural: “You (more than two) have something flexible (singular)”/“You (more than two) have multiple flexible things” itsina’a/detsina’a ᎢᏥᎾᎠ/ᏕᏥᎾᎠ,PresentTense transitive P_2p VERB_C::unaa VERB_E::To_Have_Something_Flexible,
590,7,B,,Present Tense,,Second Plural,Third Plural,To Have Something Flexible*,,detsina’a,You (more than two) have multiple flexible things,ᏕᏥᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Plural: “You (more than two) have something flexible (singular)”/“You (more than two) have multiple flexible things” itsina’a/detsina’a ᎢᏥᎾᎠ/ᏕᏥᎾᎠ,PresentTense transitive P_2p VERB_C::unaa VERB_E::To_Have_Something_Flexible,
591,7,B,,Present Tense,,First Dual Inclusive,Third Singular,To Have Something Flexible*,,ginina’a,We (you and I) have something flexible (singular),ᎩᏂᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Dual Inclusive: “We (you and I) have something flexible (singular)”/“We (you and I) have multiple flexible things” ginina’a/deginina’a ᎩᏂᎾᎠ/ᏕᎩᏂᎾᎠ,PresentTense transitive P_1d-in VERB_C::unaa VERB_E::To_Have_Something_Flexible,
592,7,B,,Present Tense,,First Dual Inclusive,Third Plural,To Have Something Flexible*,,deginina’a,We (you and I) have multiple flexible things,ᏕᎩᏂᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Dual Inclusive: “We (you and I) have something flexible (singular)”/“We (you and I) have multiple flexible things” ginina’a/deginina’a ᎩᏂᎾᎠ/ᏕᎩᏂᎾᎠ,PresentTense transitive P_1d-in VERB_C::unaa VERB_E::To_Have_Something_Flexible,
593,7,B,,Present Tense,,First Dual Exclusive,Third Singular,To Have Something Flexible*,,oginina’a,We (another and I) have something flexible (singular),ᎣᎩᏂᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Dual Exclusive: “We (another and I) have something flexible (singular)”/“We (another and I) have multiple flexible things” oginina’a/doginina’a ᎣᎩᏂᎾᎠ/ᏙᎩᏂᎾᎠ,PresentTense transitive P_1d-ex VERB_C::unaa VERB_E::To_Have_Something_Flexible,
594,7,B,,Present Tense,,First Dual Exclusive,Third Plural,To Have Something Flexible*,,doginina’a,We (another and I) have multiple flexible things,ᏙᎩᏂᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Dual Exclusive: “We (another and I) have something flexible (singular)”/“We (another and I) have multiple flexible things” oginina’a/doginina’a ᎣᎩᏂᎾᎠ/ᏙᎩᏂᎾᎠ,PresentTense transitive P_1d-ex VERB_C::unaa VERB_E::To_Have_Something_Flexible,
595,7,B,,Present Tense,,First Plural Exclusive,Third Singular,To Have Something Flexible*,,ogina’a,We (others and I) have something flexible (singular),ᎣᎩᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Plural Exclusive: “We (others and I) have something flexible (singular)”/“We (others and I) have multiple flexible things” ogina’a/dogina’a ᎣᎩᎾᎠ/ᏙᎩᎾᎠ,PresentTense transitive P_1p-ex VERB_C::unaa VERB_E::To_Have_Something_Flexible,
596,7,B,,Present Tense,,First Plural Exclusive,Third Plural,To Have Something Flexible*,,dogina’a,We (others and I) have multiple flexible things,ᏙᎩᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Plural Exclusive: “We (others and I) have something flexible (singular)”/“We (others and I) have multiple flexible things” ogina’a/dogina’a ᎣᎩᎾᎠ/ᏙᎩᎾᎠ,PresentTense transitive P_1p-ex VERB_C::unaa VERB_E::To_Have_Something_Flexible,
597,7,B,,Present Tense,,First Plural Inclusive,Third Singular,To Have Something Flexible*,,igina’a,We (you and I and another or others) have something flexible (singular),ᎢᎩᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Plural Inclusive: “We (you and I and another or others) have something flexible (singular)”/“We (you and I and another or others) have multiple flexible things” igina’a/degina’a ᎢᎩᎾᎠ/ᏕᎩᎾᎠ,PresentTense transitive P_1p-in VERB_C::unaa VERB_E::To_Have_Something_Flexible,
598,7,B,,Present Tense,,First Plural Inclusive,Third Plural,To Have Something Flexible*,,degina’a,We (you and I and another or others) have multiple flexible things,ᏕᎩᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Plural Inclusive: “We (you and I and another or others) have something flexible (singular)”/“We (you and I and another or others) have multiple flexible things” igina’a/degina’a ᎢᎩᎾᎠ/ᏕᎩᎾᎠ,PresentTense transitive P_1p-in VERB_C::unaa VERB_E::To_Have_Something_Flexible,
599,7,B,,Present Tense,,Third Plural,Third Singular,To Have Something Flexible*,,unina’a,They have something flexible (singular),ᎤᏂᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Third Plural Form: “They have something flexible (singular)”/“They have multiple flexible things” unina’a/dunina’a ᎤᏂᎾᎠ/ᏚᏂᎾᎠ,PresentTense transitive P_3p VERB_C::unaa VERB_E::To_Have_Something_Flexible,
600,7,B,,Present Tense,,Third Plural,Third Plural,To Have Something Flexible*,,dunina’a,They have multiple flexible things,ᏚᏂᎾᎠ,-na’-a,I,,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Third Plural Form: “They have something flexible (singular)”/“They have multiple flexible things” unina’a/dunina’a ᎤᏂᎾᎠ/ᏚᏂᎾᎠ,PresentTense transitive P_3p VERB_C::unaa VERB_E::To_Have_Something_Flexible,
601,7,B,,Remote Past Tense,,First Singular,Third Singular,To Have Something Flexible*,I had something flexible (singular)@I had something flexible (singular),agina’v’i,I had something flexible (singular),ᎠᎩᎾᎥᎢ,-na’-v’i,III,2,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Singular: “I had something flexible (singular)”/“I had multiple flexible things” agina’v’i/dagina’v’i ᎠᎩᎾᎥᎢ/ᏓᎩᎾᎥᎢ,RemotePast transitive P_1s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
602,7,B,,Remote Past Tense,,First Singular,Third Plural,To Have Something Flexible*,I had multiple flexible things@I had multiple flexible things,dagina’v’i,I had multiple flexible things,ᏓᎩᎾᎥᎢ,-na’-v’i,III,2,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,First Singular: “I had something flexible (singular)”/“I had multiple flexible things” agina’v’i/dagina’v’i ᎠᎩᎾᎥᎢ/ᏓᎩᎾᎥᎢ,RemotePast transitive P_1s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
603,7,B,,Remote Past Tense,,Second Singular,Third Singular,To Have Something Flexible*,You had something flexible (singular)@You had something flexible (singular),tsana’v’i,You had something flexible (singular),ᏣᎾᎥᎢ,-na’-v’i,III,2,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Singular: “You had something flexible (singular)”/“You had multiple flexible things” tsana’v’i/detsana’v’i ᏣᎾᎥᎢ/ᏕᏣᎾᎥᎢ,RemotePast transitive P_2s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
604,7,B,,Remote Past Tense,,Second Singular,Third Plural,To Have Something Flexible*,You had multiple flexible things@You had multiple flexible things,detsana’v’i,You had multiple flexible things,ᏕᏣᎾᎥᎢ,-na’-v’i,III,2,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Second Singular: “You had something flexible (singular)”/“You had multiple flexible things” tsana’v’i/detsana’v’i ᏣᎾᎥᎢ/ᏕᏣᎾᎥᎢ,RemotePast transitive P_2s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
605,7,B,,Remote Past Tense,,Third Singular,Third Singular,To Have Something Flexible*,He/she/it had something flexible (singular)@He/she/it had something flexible (singular),una’v’i,He/she/it had something flexible (singular),ᎤᎾᎥᎢ,-na’-v’i,III,2,unaa,he has a flexible object,*Janaas* dagwalela ahilidasdi adalsgohldanehi gohweli?,*ᏣᎾᎠᏍ* ᏓᏆᎴᎳ ᎠᎯᎵᏓᏍᏗ ᎠᏓᎵᏍᎪᎸᏓᏁᎯ ᎪᏪᎵ?,*Do you have* a driver's license?,1863,https://cherokeedictionary.net/share/73894,Third Singular: “He/she/it had something flexible (singular)”/“He/she/it had multiple flexible things” una’v’i/duna’v’i ᎤᎾᎥᎢ/ᏚᎾᎥᎢ,RemotePast transitive P_3s VERB_C::unaa VERB_E::To_Have_Something_Flexible,
