Index,Source,Source_Long,Entry,Syllabary,Part_of_Speech,PoS,PoS_Family,Definition,Definition_Long,Cross_Reference,Plural,Plural_Syllabary,Verb_1st_Present,Verb_1st_Present_Syllabary,Verb_3rd_Past,Verb_3rd_Past_Syllabary,Verb_3rd_Present_Habitual,Verb_3rd_Present_Habitual_Syllabary,Verb_2nd_Imperative,Verb_2nd_Imperative_Syllabary,Verb_3rd_Infinitive,Verb_3rd_Infinitive_Syllabary,Entry_Tone,Plural_Tone,Verb_1st_Present_Tone,Verb_3rd_Past_Tone,Verb_3rd_Present_Habitual_Tone,Verb_2nd_Imperative_Tone,Verb_3rd_Infinitive_Tone,Audio,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13674,mds,Moondove's Spiral,gowi [go we],,,,,Corey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13675,mds,Moondove's Spiral,gowi [go we],,,,,Cory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13678,mds,Moondove's Spiral,goyadv,,,,,"wing, sleeve",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13679,mds,Moondove's Spiral,goyinusdi,,,,,to carry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13680,mds,Moondove's Spiral,gsodayi,,,,,sharp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13681,mds,Moondove's Spiral,gu:gu,,,,,Bartlesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13682,mds,Moondove's Spiral,gu:gu,,,,,bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13683,mds,Moondove's Spiral,gu:gu,,,,,bottles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13684,mds,Moondove's Spiral,gu'que,,,,,quail (partridge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13685,mds,Moondove's Spiral,gu'sdi o'sdadadv'hni,,,,,cousin (my - more commonly used),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13686,mds,Moondove's Spiral,guasata,,,,,trash (only that trash floating on water),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13687,mds,Moondove's Spiral,gudalea,,,,,unhitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13688,mds,Moondove's Spiral,gudalea,,,,,unhook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13689,mds,Moondove's Spiral,gudalea,,,,,unplug,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13690,mds,Moondove's Spiral,gudalesdi,,,,,unhitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13699,mds,Moondove's Spiral,gudalvsga,,,,,hitch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13700,mds,Moondove's Spiral,gudalvsga,,,,,hook up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13701,mds,Moondove's Spiral,gudalvsga,,,,,plug in,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13702,mds,Moondove's Spiral,gudalvto,,,,,insurance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13704,mds,Moondove's Spiral,gugai,,,,,tick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13705,mds,Moondove's Spiral,gugalaski,,,,,falling (continually - as a waterfall),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13706,mds,Moondove's Spiral,gugu,,,,,Bartlesville (bottle),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13707,mds,Moondove's Spiral,gugu,,,,,bottle or Bartlesville,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13708,mds,Moondove's Spiral,gugu,,,,,glass bottle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13710,mds,Moondove's Spiral,gugu tsulasga,,,,,jar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13712,mds,Moondove's Spiral,gugudigaduhunh,,,,,bartlesville (bottletown),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,mds,Moondove's Spiral,guguhi,,,,,Bartlesville (bottle place),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13715,mds,Moondove's Spiral,"gugutsa, talala",,,,,woodpecker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13716,mds,Moondove's Spiral,gugwe,,,,,quail (partridge),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13717,mds,Moondove's Spiral,gugweulasula,,,,,partridge moccasin (lady slipper),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13718,mds,Moondove's Spiral,guhahldi,,,,,handle for a tool,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13719,mds,Moondove's Spiral,guhahlvsga,,,,,put on handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13720,mds,Moondove's Spiral,guhalahi,,,,,stem (pipe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13722,mds,Moondove's Spiral,guheyu,,,,,mischief,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13724,mds,Moondove's Spiral,guhiloa,,,,,wash,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13725,mds,Moondove's Spiral,guhisdiha,,,,,accuse,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13726,mds,Moondove's Spiral,guhlvdi,,,,,cover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13728,mds,Moondove's Spiral,guhlvsga,,,,,put on lid,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13729,mds,Moondove's Spiral,guhvsga,,,,,put in water,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13730,mds,Moondove's Spiral,gulagalu,,,,,slanting (leaning),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13731,mds,Moondove's Spiral,gulahi,,,,,water cress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13732,mds,Moondove's Spiral,"gulasetsi, tlvhwalga, tlvhwaliga",,,,,maple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13734,mds,Moondove's Spiral,gule,,,,,ear,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13735,mds,Moondove's Spiral,gule - disgoni,,,,,"dove, literally crys for acorns",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13736,mds,Moondove's Spiral,gule disgohnihi,,,,,morning dove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13738,mds,Moondove's Spiral,gule disgoni,,,,,dove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13739,mds,Moondove's Spiral,gule disgonihi,,,,,dove,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13740,mds,Moondove's Spiral,guleatsi,,,,,locust (tree),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13741,mds,Moondove's Spiral,gulediskanahi,,,,,turtledove (bird - they cry for acorns),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13742,mds,Moondove's Spiral,gulega,,,,,black snake (large),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13743,mds,Moondove's Spiral,gulega,,,,,climber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13744,mds,Moondove's Spiral,gulisetsi,,,,,sugar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13745,mds,Moondove's Spiral,Gulisetsiyi,,,,,Sugar Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13746,mds,Moondove's Spiral,guna,,,,,ball (lead bullet),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13747,mds,Moondove's Spiral,guna,,,,,bullet,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13748,mds,Moondove's Spiral,guna,,,,,lead,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13749,mds,Moondove's Spiral,gunaski,,,,,grass,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13750,mds,Moondove's Spiral,"Gunasoqua, Gunasawu",,,,,One Arrow [person] (male name),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13751,mds,Moondove's Spiral,gunesti,,,,,cooking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13752,mds,Moondove's Spiral,"guni, dakaledati, gatlida, digadatlvda",,,,,arrow,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13753,mds,Moondove's Spiral,guniska,,,,,drown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13754,mds,Moondove's Spiral,gunutluni,,,,,domesticated (plant),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13756,mds,Moondove's Spiral,guque,,,,,Partridge [person],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13757,mds,Moondove's Spiral,guque diganasai,,,,,guinea as a fowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13759,mds,Moondove's Spiral,guquetsu(na)sdi,,,,,guinea fowl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13760,mds,Moondove's Spiral,gusdi,,,,,cousin (my),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13761,mds,Moondove's Spiral,gusdi idadadvhni,,,,,cousins (we are all),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13763,mds,Moondove's Spiral,gusqui dadisdi yelaesdi,,,,,pocket knife,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13765,mds,Moondove's Spiral,gusv,,,,,beech,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13766,mds,Moondove's Spiral,guta,,,,,hanging,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13767,mds,Moondove's Spiral,gutea,,,,,he/she is picking him,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13768,mds,Moondove's Spiral,gutea,,,,,he/she is picking it up,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13769,mds,Moondove's Spiral,guti,,,,,snowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13771,mds,Moondove's Spiral,gutiha kohi iga unvtsi,,,,,It is snowing today,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13772,mds,Moondove's Spiral,gutihas,,,,,It is snowing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13773,mds,Moondove's Spiral,gutihas uhna iditlv,,,,,Is it snowing that way,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13774,mds,Moondove's Spiral,gutihas uhna iditlv,,,,,Is it snowing your way?,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13776,mds,Moondove's Spiral,gutisgv,,,,,"flurry, snow",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13779,mds,Moondove's Spiral,"gutlesdi, gustlesdi",,,,,uncover,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13782,mds,Moondove's Spiral,gutlvdi aholi,,,,,"gag, cover mouth",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13784,mds,Moondove's Spiral,gutsayosdi,,,,,rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13785,mds,Moondove's Spiral,gutsayosdi [guh ja yo s de],,,,,Rose,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13786,mds,Moondove's Spiral,gutsayosdi mequi [guh ja yo s demay kwee],,,,,Rosemarie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13787,mds,Moondove's Spiral,guwa,,,,,huckleberry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13789,mds,Moondove's Spiral,guwa,,,,,mulberry tree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13790,mds,Moondove's Spiral,guwadadi,,,,,handle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13791,mds,Moondove's Spiral,Guwahi,,,,,Mulberry Place (mystical mountain where Atagahi is),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13793,mds,Moondove's Spiral,guwesuhe,,,,,parched (as by heat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13794,mds,Moondove's Spiral,guwetsi,,,,,eggs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13795,mds,Moondove's Spiral,guwisguwi,,,,,John Ross [person],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13797,mds,Moondove's Spiral,Guyequo:ni,,,,,July,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13798,mds,Moondove's Spiral,guyequoni,,,,,July (month of the ripe corn moon),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13799,mds,Moondove's Spiral,guyequoni nvginei,,,,,July fourth,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13800,mds,Moondove's Spiral,gv(na)sda,,,,,stick,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13801,mds,Moondove's Spiral,gv(ni)dv [guhn duh],,,,,Gunter,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13802,mds,Moondove's Spiral,gv(nv)tanvhi,,,,,used,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13803,mds,Moondove's Spiral,gv(nv)todi,,,,,use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13804,mds,Moondove's Spiral,gv(wa)tlohisdi - nigesvna,,,,,immune,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13806,mds,Moondove's Spiral,gvdas [guh dah s],,,,,Curtis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13807,mds,Moondove's Spiral,gvdavtesgv,,,,,I or you was thinking about you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13809,mds,Moondove's Spiral,gvdi [guh de],,,,,Kurt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13810,mds,Moondove's Spiral,gvdisgo,,,,,I use it,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13816,mds,Moondove's Spiral,gvdv [guh duh],,,,,Curt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13818,mds,Moondove's Spiral,gvgewisdi,,,,,forgotten,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13822,mds,Moondove's Spiral,gvgeyu,,,,,I love you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13823,mds,Moondove's Spiral,gvgeyuhi,,,,,I love you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13824,mds,Moondove's Spiral,gvgeyuhi,,,,,"love, I love you",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13825,mds,Moondove's Spiral,gvgeyuhi squui,,,,,I love you too,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13827,mds,Moondove's Spiral,gvgi [guh ge],,,,,Kirk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13830,mds,Moondove's Spiral,gvgisgi,,,,,"melon, watermelon",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13831,mds,Moondove's Spiral,gvgotiha,,,,,I see you right now,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13836,mds,Moondove's Spiral,gvgsidi,,,,,watermelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13837,mds,Moondove's Spiral,gvgusdiha,,,,,sift,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13838,mds,Moondove's Spiral,gvgusga,,,,,leak,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13840,mds,Moondove's Spiral,gvhdi,,,,,by means of,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13841,mds,Moondove's Spiral,gvhdi,,,,,with,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13843,mds,Moondove's Spiral,gvhe,,,,,bobcats,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13844,mds,Moondove's Spiral,gvhe,,,,,Wildcat [person],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13845,mds,Moondove's Spiral,gvhi,,,,,wildcat (bobcat),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13846,mds,Moondove's Spiral,gvhita,,,,,long,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13847,mds,Moondove's Spiral,gvhiyalasti,,,,,knife (long)(term for white people),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13848,mds,Moondove's Spiral,gvhna,,,,,alive,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13852,mds,Moondove's Spiral,gvhniha,,,,,hit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13853,mds,Moondove's Spiral,gvhniha,,,,,knock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13854,mds,Moondove's Spiral,gvhniha,,,,,strike,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13855,mds,Moondove's Spiral,gvhnisdiha,,,,,cook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13856,mds,Moondove's Spiral,gvhnvi,,,,,life,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13860,mds,Moondove's Spiral,gvjahlvsga,,,,,fry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13862,mds,Moondove's Spiral,gvli,,,,,racoon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13863,mds,Moondove's Spiral,gvlieliga,,,,,you are welcome,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13864,mds,Moondove's Spiral,gvlieliga tsilugi,,,,,welcome you here,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13865,mds,Moondove's Spiral,gvlita,,,,,long winded,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13868,mds,Moondove's Spiral,gvlvquodi,,,,,I like you,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13869,mds,Moondove's Spiral,"gvn, gvna",,,,,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13870,mds,Moondove's Spiral,gvn(a),,,,,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13871,mds,Moondove's Spiral,gvn(a) awaduli(a),,,,,Please pass me the turkey (turkey I-want),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13872,mds,Moondove's Spiral,gvn(a) deskikasi,,,,,"Turkey, hand me (alive)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13873,mds,Moondove's Spiral,gvn(a) deskvs(i),,,,,Please pass me the turkey (turkey hand-me),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13874,mds,Moondove's Spiral,gvn(a) deskvs(i),,,,,"Turkey, hand me (solid)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13876,mds,Moondove's Spiral,gvna awaduli (gvnvwaduli),,,,,I want a turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13877,mds,Moondove's Spiral,gvna deskvsi,,,,,Pass me the turkey (speaking to one person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13878,mds,Moondove's Spiral,gvna gahivsi,,,,,Pass them the turkey (speaking to one person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13879,mds,Moondove's Spiral,gvna hivsi,,,,,Pass him or her the turkey (speaking to one person),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13880,mds,Moondove's Spiral,gvna tauquatotli,,,,,peacock,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13882,mds,Moondove's Spiral,gvna/gvni,,,,,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13884,mds,Moondove's Spiral,gvnagalagina,,,,,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13886,mds,Moondove's Spiral,gvnagatugi,,,,,Turkey Town,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13887,mds,Moondove's Spiral,gvnage tsisqua,,,,,blackbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13888,mds,Moondove's Spiral,gvnagei,,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13889,mds,Moondove's Spiral,gvnagei,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13890,mds,Moondove's Spiral,gvnagitlvgei,,,,,honeysuckle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13893,mds,Moondove's Spiral,gvnawhdiha,,,,,melt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13894,mds,Moondove's Spiral,gvnawosga,,,,,melt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13897,mds,Moondove's Spiral,gvnega adatasti,,,,,black drink (coffee also gowe),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13898,mds,Moondove's Spiral,gvnega tsiskwa,,,,,blackbird,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13899,mds,Moondove's Spiral,"gvnega, gvnagei",,,,,black,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13900,mds,Moondove's Spiral,gvneha,,,,,"giving, I am now (as a gift)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13901,mds,Moondove's Spiral,gvni,,,,,turkey,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13902,mds,Moondove's Spiral,gvni atsvya,,,,,gobbler,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13903,mds,Moondove's Spiral,gvni utana,,,,,ostrich (big turkey),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13905,mds,Moondove's Spiral,gvniga(li)sdi,,,,,alert,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13906,mds,Moondove's Spiral,gvniga(li)sdi,,,,,jolly,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
