ID,Source,Syllabary,Transliteration,English,Audio,Story,Chapter,Line,Author,Speaker,,Word-by-word Literal Translation,Cherokee Morphemes,English Morphemes (Gloss)
,Cherokee Narratives,ᎣᏦᎷᏅᏒ ᎦᏚᏏᏱ ᏧᎦᎾᎥ,ojoluhnvsv gadusiyv jugana?v,"We trailed it, and we found it at the top of the hill.",,Hunting Dialogue,,11,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"we trailed it, at the top of hill, it lay",oj-oluhnvs-v gadusi-yv j-u-gana?-v,"they-and-I see exP, hill on-top, Pst 3 lie exP"
,Cherokee Narratives,ᎩᎶ ᎤᏲᏢ,kilo uyohlv,Someone had shot it.,,Hunting Dialogue,,12,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"someone, had shot",kilo u-yohl-v,"someone, 3 shoot exP"
,Cherokee Narratives,ᎡᏥᏁᏎ,ejinese,Did you take it?,,Hunting Dialogue,,13,Durbin Feeling,Durbin,Durbin,you took it?,eji-nes-e?,you Pl Ex take repP
,Cherokee Narratives,Ꭵ,v,Yes.,,Hunting Dialogue,,14,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,yes,v,yes
,Cherokee Narratives,ᎠᏴᏛᏍᏊ ᏌᏊ ᏳᏩᎪᏗ ᏍᏊ ᏍᎩ ᏥᏄᎵᏍᏔᏅ,ayvdvsgwu sagwu yuwagodi sgwu sgi jinulistanv,That happened to me once.,,Hunting Dialogue,,15,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"I also, one, time, also, that, it happened",ay-dv-sgwu sagwu yuwagd sgwu sgi ji-n-u-listan-v,"I Emp also, one, time, also, that, Pst Spec 3 happen exP"
,Cherokee Narratives,ᎩᎦ ᏍᏊ ᏚᏩᏍᏬᏨᏍᏔᏅ ᏥᎨᏒ,giga sgwu duwaswojvstanv jigesv,I saw a trail of blood.,,Hunting Dialogue,,16,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"blood, also, it had dripped along, it was",gig sgwu d-u-waswojvstan-v ji-ges-v,"blood, also, Pl 3 drip-along exP, Pst be exP"
,Cherokee Narratives,ᎡᎵᎠᏯ ᎢᏅᎯ ᎣᏍᏙᎷᏅᏒ Ꭸ ᏥᎦᏅ ᏦᏍᏗᏁᏒ,eli?aya invhi osdolunvsv ge jiga?nv josdinesv,"We trailed it a long way, and we found it lying way out there. We took it.",,Hunting Dialogue,,17,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"quite, far, we trailed it, there, it lay, we took it",eli?aya invhi osd-olunvs-v ge ji-g-a?n-v j-osd-ines-v,"quite, far, he-and-I trail exP, there, Pst 3 lie exP, Pst he-and-I take exP"
,Cherokee Narratives,ᎤᎿᏅ ᎣᏍᏕᏙᎲ ᎾᎥ ᎯᏗᏜ ᎨᏓᎵ ᎤᎿ ᏓᏥᏍᏓᏲᏢ ᎠᏴ Ꮭ ᏱᏗᏥᏍᏓᏲᏞ ᎩᎦ ᎣᏍᏙᎷᏅᏒ ᎨᏴ ᏬᏍᏗᎾᏩᏛᎲ,uhnahnv osdedohv na?v hididla kedali uhna dajisdayohlv ayv hla yidijisdayohle giga osdolunvsv geyv wosdinawatvhv,"When we heard someone shoot it and found the trail of blood, we trailed it until we found it.",,Hunting Dialogue,,18,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"and there, where we were, near, this toward, bottom of hill, there, it was shot at, I, not, didn’t shoot at it, blood, we trailed it, way over more, we found it",uhna-hnv osd-edoh-v na?v hi-didl kedali uhna d-aji-sdayohl-v ayv hla yi-d-iji-sdayohl-e gig osd-olunvs-v geyv w-osd-inawatvh-v,"there and, he-and-I be exP, near, this toward, bottom-of-hill, there, Pl 3Pas shoot exP, I, no, nonF 2Pl you shoot repP, blood, he-and-I trail exP, way-over-more, Tr he-and-I find"
,Cherokee Narratives,ᎯᎠᏅᏍᏊ Ꮠ ᏥᏛᏟᎢᎵᏒ Ꮎ ᎡᏥ ᏦᎢᏁ ᏗᎾᏓᎸ ᎤᏪᏥ ᎠᏧᏣ ᎯᎠᏴ Ꮲ ᏂᎠᏔ ᎣᎢᏂᏃᎭᎸᏒ ᏙᏓᏫᏕᎾ,hi?anvsgwu so? jidvhli?ilisv na eji jo?ine dinadalv uwej achuja hi?yv dlv ni?ata o?ininohalvsv dodawidena,"And just last week, my mother’s sister’s boy—he’s about this tall—he and I went hunting on a Saturday.",,Hunting Dialogue,,19,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"this also, last week, that, my mother, third, her sister, her offspring, boy, this much, about, his height, we went hunting, Saturday",hi?a-n-sgwu so? jidvhli?ilisv na e-ji jo?i-ne d-inadalv u-wej a-chuj hi?yv dlv ni?at o?ini-nohalvs-v dodawiden,"this and also, the other week, that, 1Pos mother, 3 Ord, Pl 3 sister, 3 offspring, 3 boy, this-quantity, about, this-height, they-and-I hunt exP, saturday"
,Cherokee Narratives,ᏥᎡᎲ ᎾᏅ ᏓᏁᎸ ᎨᏓᎵ ᏅᏲ ᎧᏃᎾ ᏗᎠᎧᎲ ᎣᏣᏗᏍᎪ,ji?ehv nanv danelv kedali nvyo kanon di?akahv ojadisgo,Close to where I live there’s a place we call “Where Kanun Sits.”,,Hunting Dialogue,,20,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"when it was, and that, at home, bottom of hill, rocky, canyon, where it sits, we say",ji-?eh-v na-nh da-nelv kedali nvy-o kanon di-?ak-ah-v o?-atd,"Rel be exP, that and, at-home, bottom-of-hill, rock Loc, canyon, Dst 3 sit exP, he-and-I say"
,Cherokee Narratives,ᎤᎿᎾ ᎤᎿ ᎣᎢᏂᎦᏐᏏᏗᎲ ᏚᎴᏅ ᎠᏫ,uhnana uhna o?inigasosidihv dulehnv ahwi,"We were walking down the hill there, and a deer jumped up in front of us.",,Hunting Dialogue,,21,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"there, there, we were going down the hill, it got up, deer",uhna-na o?ini-ksosidih-v d-u-lehn-v ahw,"there and, he-and-I descend exP, Pl 3 arise exP, deer"
,Cherokee Narratives,ᏥᏲᎮᎸ,jiyohelv,“Deer!” I yelled.,,Hunting Dialogue,,22,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,I told him,jiy-ohel-v,1 tell Dat exP
,Cherokee Narratives,ᏙᏍᏗᏍᏓᏲᏏᎶᎥ ᏫᏙᎢᏂᎩᏴ,dosdisdayosilo?v wido?inikiyv,"We shot at it, but it got away from us.",,Hunting Dialogue,,23,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"we shot at it repeatedly, it got away from us",d-osd-isdayos-ilo-?v wi-d-o?-in-ikiy-v,"Pl he-and-I shoot repeatedly exP, Tr Pl Ex 1 Pl he-and-I start-out exP"
,Cherokee Narratives,ᎣᎢᎾᏂᎢᏒ ᏁᎳᎩᏅ Ꮠ ᏂᎠᏅᎿ ᎤᎿ ᎦᏚᏍ ᏗᏜ,o?inahni?isv nelaginv so ni?anvhna uhna gadus didla,"We started out again, and there’s another trail on top of the hill.",,Hunting Dialogue,,24,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"we started out, other, another, a road is there, there, top of hill, toward",o?in-ahni?is-v so nelagin ni?anvhn uhna gadus didl,"he-and-I start-out exP, other, leave-alone, Lat road-is-there, there, hill-top-of, toward"
,Cherokee Narratives,ᎤᎿ ᏬᎢᎾᏂᎢᏒ ᏅᏃ ᎠᏗᏢ ᏙᎢᏂᎾᏗᏫᏒ ᎠᏫ ᏙᏍᏙᎷᏂᏒ,uhna wo?inahni?isv nvno adidlv do?ininadiwisv ahwi dosdoluhnisv,We took that trail and crossed to the other hill trailing deer.,,Hunting Dialogue,,25,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"there, we started out, road, there toward, we crossed, deer, we were on the trail of",uhna w-o?i-nahni?is-v nvno adidlv d-o?in-indihs-v ahw d-osd-oluhnis-v,"there, Tr he-and-I start-out exP, road, there toward, Pl he-and-I cross exP, deer, Pl he-and-I trail exP"
,Cherokee Narratives,ᏥᏈᏍᏙᎲ ᏃᏭᎴ ᏥᏙᏍᏖᏍᏔᏅ ᎤᎿᎾ,tsigwisdohv nowule jidostestanv uhnana,And we scared off a bunch more there.,,Hunting Dialogue,,26,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"a lot of them, also, we spooked them, there",tsigwisdohv nowule ji-d-ost-estan-v uhna-n,"many really, also, Pst Pl he-and-I startle exP, there and"
,Cherokee Narratives,ᏃᏭ ᎬᏩᎦᏘ ᏕᎣᎢᏂᎩᏴ,nowu gvwagati de?o?inikiyv,"We lost them, too.",,Hunting Dialogue,,27,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"then, forever, we lost them",now23 gvwakt de-?o?in-ikiy-v,"then, forever, Pl he-and-I lose-trail exP"
,Cherokee Narratives,ᏧᎨᏓᎵᏴ ᏗᏜ ᏛᎣᎢᏂᎶᎲ Ꮲ ᏌᎶᎵ ᏲᏍᏗᎪᎡ,jukedaliyv didla dv?o?inilohv dlv saloli yosdigo?e,"We came back through a ravine, and we did not even see a squirrel.",,Hunting Dialogue,,28,Durbin Feeling,Cherokee Hunter,Cherokee Hunter,"bottom of hill, toward, we came back through, somewhere, squirrel, we didn’t see it",ju-kedaliyv didl d-v?-o?in-iloh-v dlv salol y-osd-igo?-e,"bottom-of- hill, toward, Pl Rep he-and-I return exP, somewhere, squirrel, nonF he-and-I see repP"
,Cherokee Narratives,ᎢᎸᎯᏳᏃ ᏥᎨᏒ ᏑᎵᏃ ᏗᏓᏅᏫᏍᎩ ᎡᎮ ᏑᎵ ᎦᏃᎯᎵᏙᎯ ᏥᎩ,ilvhiyuhno jigesv sulihno didahnvwisgi ehe sul ganohilidohi jigi,"Way back a long time ago, there was a Doctor Buzzard.",,Rabbit and Buzzard,,1,Charley Campbell,,,"and way back, when it was, buzzard and, one that cures, he lived, buzzard, one that flies around, which is",ilvhiyu-hno ji-ges-v suli-hno di-d-a-hnvwis-g-i eh-e sul ga-nohili-doh-i j-igi,"long-ago and, Rel be exP, buzzard and, Pl Pl 3 cure Prog Ag, live repP, buzzard, 3 fly place-to-place Ag, Rel be"
,Cherokee Narratives,ᏥᏍᏚᏃ ᏣᏁ ᎤᏂᏠᏱ ᎤᏢᏤ ᏃᏭᏃ ᎤᏂᏯᎴ ᎤᏅᏫᏍᎩ,jisduhno jane unihloy udlvje nowuhno unihyale uhnvwisgi,"One day a rabbit became ill, and the other rabbits searched for a doctor to cure his illness.",,Rabbit and Buzzard,,2,Charley Campbell,,,"rabbit and, who live, their kind, became sick, and so, they searched for, one to cure him",jisdu-hno j-a-ne u-ni-hloy u-dlvj-e nowu-hno u-ni-hyal-e u-hnvwis-g-i,"rabbit and, Rel 3 live, 3 Pl same-kind, 3 sick repP, so and, 3 Pl search repP, 3 treat Prog Ag"
,Cherokee Narratives,ᎤᏂᏩᏛᎭᏃ ᏑᎵ ᎤᏂᏩᏛᎮ,unihwatvhahno suli unihwatvhe,The rabbits found this Doctor Buzzard.,,Rabbit and Buzzard,,3,Charley Campbell,,,"and when they found him, buzzard, they found him",u-ni-hwatvh-a-hno suli u-ni-hwatvh-e,"3 pl find Pres and, buzzard, 3 pl find repP"
,Cherokee Narratives,ᏥᏏᎾᏍᏓᏛ ᏗᏩᏓᏅᏬᏗ ᎥᏍᎩ ᎢᏳᏍᏗ ᎤᏛᏁᏃ ᏑᎵ,jisinasdadv diwadahnvwodi vsgi iyusdi udvhnehno sul,"""I'm good at doctoring that type of illness,"" the buzzard said.",,Rabbit and Buzzard,,4,Charley Campbell,,,"I am very knowledgeable, at curing, that, kind, so he said, buzzard",ji-sinasd-a-dv diw-a-d-anvwo-di vsgi iyu23sdi u-dvhn-e-hno sul,"1 skilled Pres Emp, Pl 3 Pl treat Inf, that, kind, 3 say repP and, buzzard"
,Cherokee Narratives,ᏙᏅ ᎯᏅᏮᎦᏗᎲ ᏥᏍᏚ ᎠᎪᏎᎴ,dohnv hinvwvgadihv jisdu agosel,"""Then doctor the rabbit,"" he was told.",,Rabbit and Buzzard,,5,Charley Campbell,,,"and sure enough, so cure him, rabbit, he was told",dohnv hi-nvwvgadih-v jisdu ag-osel-e,"indeed, 2 treat Fut-Imp, rabbit, he/me say repP"
,Cherokee Narratives,ᎤᏪᎾ ᏭᎷᏤ ᏃᏭᏅ ᎠᎭᏂᏛ ᏱᏬᎩᏂᏴᏝ ᎦᎶᎯᏍᏗ ᎧᏅᏑᎸ ᏱᏬᎩᏂᏴᏝ ᎢᏥᏍᏚᏅᏃ ᏃᏭᏃ,uwena wuluhje nowuhnv ahandv yiwoginiyvhla galohisdi kanvsulv yiwoginiyuhla ijisduhnvhno nowuhno,"Doctor Buzzard started out, and when he arrived, he told the others to allow him some privacy in the room where the rabbit was.",,Rabbit and Buzzard,,6,Charley Campbell,,,"when he went, he arrived there, and so now, here, if we go in, door, room, if we go in, and close it, and then",u-wen-a w-u-luhj-e nowu-hno ahan-dv yi-w-ogi-niyvhl-a galosdi kanvsulv yi-w-o-gi-niyvhl-a iji-sduhn-v-hno nowu-hno,"3 go imP, Tr 3 arrive repP, so and, here Emp, nonF Tr they-and-I enter Pres, door, room, nonF Tr they-and-I enter Pres, you/all exP and then and"
,Cherokee Narratives,ᎡᎵᏭ ᎦᏛᏅ ᎢᏥᏍᏚᎢᏒ,eliw gadvnv ijisdu?isv,"""When I have finished, then you can let me out, and I'll be on my way,"" said Doctor Buzzard.",,Rabbit and Buzzard,,7,Charley Campbell,,,"okay, when I say, you open it",eliwu g-advn-v i-ji-sdu?is-v,"okay, 1 say exP, you-all open Fut-Imp"
,Cherokee Narratives,ᎨᏅ Ᏼ ᏫᏥᏃᎢᎵᏎᏍᏗ ᎩᎳ ᏫᏥᏴᏢ ᎤᏛᏁᏃ ᏑᎵ,genh yv wijino?ilisesd kil wijiyvhlv udvhnehno suli,"""But you must not go into the room until I have flown out of sight,"" he told the others.",,Rabbit and Buzzard,,8,Charley Campbell,,,"and over there, distance, when I have flown, then, you go in, he said, buzzard",genh yu wi-ji-no?ilis-esd kil w-iji-yvhl-v u-dvhn-e-hno suli,"there, distance, TR 1 fly-in Fut-Prog, then, Tr you-all go-in Fut-Imp, 3 say repP and, buzzard"
,Cherokee Narratives,ᏙᏅ ᎪᎯᏴ ᏃᏭ Ꭷ ᏧᏩᏂᎴ ᏃᏭᏃ ᏭᏂᏍᏚᎢᏌ ᏧᏄᎪᏣ ᎤᏝᏫᏛᎮ ᎨᏅ Ᏼ ᏫᎦᏃᎯᎵᏒ,dohnv kohiyv now ka juwahnile nowuhno wunisdu?isa junugoja uhlawidvhe genh yv wiganohilisv,"Sure enough, when Doctor Buzzard came out and flew away, the others just stood there until he was out of sight.",,Rabbit and Buzzard,,9,Charley Campbell,,,"sure enough, after a while, then, now, he knocked, and when, when they opened, he came out, he flew, there, distance, as he was flying away",dohnv kohiyv now ka j-u-wahnil-e nowu-hno w-u-ni-sdu?is-a j-u-n-ugoj-a u-hliwidvh-e genh yu wi-ga-nohilis-v,"in-fact, after-a-while, then, okay, Rel 3 knock repP, when and, Tr 3 pl open Pres, Rel 3 Pl exit Pres, 3 fly repP, there, distance, Tr 3 fly exP"
,Cherokee Narratives,ᏭᏂᏴᏞ ᎪᎳᏭᏃ ᎢᎦ ᏕᏥᏰ ᎠᏥᎴ ᏥᏍᏚ ᏩᏥᏯᎡᏅ ᏍᎩᏯ ᎠᏌᎹᏗ ᏑᎵ,wuniyvhle kolawuhno iga dejiye ajile jisd wajiya?ehnv sgiya asamadi suli,"When they entered the room where the rabbit was, all they found were bones, because Doctor Buzzard had eaten the rabbit.",,Rabbit and Buzzard,,10,Charley Campbell,,,"they went in, and just bones, that is all, they were lying there, he was killed, rabbit, and he was eaten up, that is how much, he is smart, buzzard",w-u-ni-yvhl-e kola-wu-hno iga de-ji-y-e a-ji-l-e jisd w-a-ji-ya?-e-hnv sgi-ya a-samadi suli,"Tr 3 pl go-in repP, bone just and, all-be, Pl lie-there repP, 3Pas kill repP, rabbit, Tr 3Pas eat-up repP and, that degree, 3 smart, buzzard"
,Cherokee Narratives,ᎫᏩᏲᎢ ᎠᏅᏱ 18 1900 ᎦᏑᏲᎩ ᏁᏩᏓ ᎩᎾᎵᎢ ᎧᎦᎵ 27 ᏦᏪᎳᏅᎯ ᎪᏪᎵ ᎠᎩᏝᎥ ᎢᎩ,kuwayo?i anvhyi 18 1900 gasuyogi newada ginali?i kagali 27 johwelanvhi gowehli akhla?v igi,"Pryor Creek, March 18, 1900, Gasuyogi Gritts, my friend, I have in my possession your letter of February 27.",,Legal Document,,1,John Littlebones,,,"Pryor Creek, March 18 1900, Gasuyogi Gritts, you my friend, February 27, what you have written, letter, I have on a table, it is",john littlebones kuway-o?i anvhyi 18 1900 gasuyogi newadv gin-ali?i kagali 27 j-ohwelan-vhi gohweli ak-hla?-v i-gi,"john littlebones, pryor-creek Loc, march 18 1900, gasuyogi newadv, he-and-I friend, february 27, 2 write exP, letter, I have-on table exP, be"
,Cherokee Narratives,ᎯᎠᏊᏃ ᏅᏓᏥᏪᏏ ᎬᏯᏬᎢᎵᏴᎡᎲ ᎾᏍᎩ ᏄᏍᏛ ᏩᎩᎦᏛᏅᎢ,hi?agwuhno nvdajiwesi gvyawo?iliyvehv nasgi nusdv wagikdvhnv?i,I am going to tell you what I think in regard to what you have asked.,,Legal Document,,2,John Littlebones,,,"this is and just, this I will say, my response to you, that way it is, I went and checked it out",hi?a-gwu-hno nv-da-ji-wes-i gvy-awo?iliyv-eh-v nasgi nusdv w-agi-kdvhnv-v?i,"this just and, Spec Fut 1 say Fut, I/you reply exP, that way, that it is, Tr 1 check-out exP"
,Cherokee Narratives,James Shavehead Ꭸ ᏚᏙᎡ,james shavehead ke dudo?e,Do you suppose that his name was James Shavehead?,,Legal Document,,3,John Littlebones,,,"James Shavehead, was it, his name was",james shavehead ke d-u-do?-e,"james shavehead, maybe, Pl 3 be-named repP"
,Cherokee Narratives,ᎠᏯᏫᏍᎩ ᎨᏎ ᎫᏌᏂ ᏓᎿᏬᎯ ᏥᎨᏒ,ayawsgi gese kusani dahnawohi jigesv,Kvsani was reportedly a soldier during the war.,,Legal Document,,4,John Littlebones,,,"soldier, he was, Kusani, war, when it was",a-yaws-g-i ges-e kusani dahnawohi ji-ges-v,"3 soldier Prog Ag, be repP, kusani, at war, Pst be exP"
,Cherokee Narratives,ᎤᏲᎱᏎᎨ ᎠᎴ ᏧᏪᏥᏛᎯ ᎤᎾᏓᏂᏰᎢ ᎾᏍᎩᏃ ᏣᏂ mills ᏧᏙᎢᏛ ᏚᎦᏘᏕᎢ ᎾᏍᎩᏃ ᏓᎦᏘᏴ ᎤᏓᎯᎵᏙᎴ ᎾᏍᎩ james shavehead ᏧᏙᎢᏛ ᎤᏩᏒ ᎠᎴ ᎦᏚ ᏗᏠᏗ ᎠᎴ ᎠᏓᏎᎪᎩᏛ ᏂᎤᎵᏍᏔᏁᎢ ᎠᏕᎸ ᏗᏎᎯᏍᏙᏗ ᎤᏙ ᎤᏁ ᎠᎦᎫᏴᏓᏁᏗ john mills ᏗᏂᏲᏟ ᏗᎦᏘᏯ ᏄᏛᏅᎢ,uyoseke ale juwejidvhi unadaniye?i nasgihno jani mills judo?idv duktide?i nasghino daktiyv udahilidole nasgi james shavehead judo?idv uwasv ale gadu dihlohdi ale adasehgogidv ni?ulstane?i adelv disehisdohdi udo uhne agaguyvdanedi john mills diniyohli diktiya nudvhnv?i,"Or did he die and leave his children as orphans, a man named John Mills took custody of them, and while in his custody this man named James Shavehead, an ex-soldier, took court action and won a judgment and an initial payment, and a check was made out to John Mills, a juvenile officer.",,Legal Document,,5,John Littlebones,,,"or did he die, and his (surviving) children, they were orphaned, and that, John Mills, named, took care of them, and so, taking care of them, he filed a custody suit, that, James Shavehead, by the name of, himself, and, on top of, to lie down, and, won case, it happened, money, to draw with, his sister, he gave his fee, John Mills, children, custodian, his situation",u-yos-e-ke ale j-u-wejidvh-i u-n-adaniy-e?i nasgi-hno jani mils j-u-do?id-v d-u-ktid-e?i nasgi-hno d-aktiy-v u-dahilidol-e nasgi james shavehead j-u-do?id-v u-wasv ale john littlebones di-hloh-di ale a-dasehgogid-v ni?-u-lstan-e?i adelv d-isehisd-oh-di u-do u-hn-e a-gaguyvdanedi john mills diniyohli diktiya n-u-d-vhn-v?i,"3 die repP or, and, Pl 3 child Ag, 3 Pl be-orphaned repP, that and, john mills, Pl 3 be-named exP, Pl 3 take-care repP, that and, Pl take-care exP, 3 file-custody-suit repP, that, james shavehead, Pl 3 be-named exP, 3 self, and, john littlebones, Pl lie-down Inf, and, 3 when-case exP, Spec 3 happen recP, money, Pl draw Inst Inf, 3 sister, 3 give repP, 3 fee, john mills, children, custodian, Spec 3 situation exP"
,Cherokee Narratives,ᎠᏎᏃ ᎾᏊ ᏄᏍᏆᎸᏛ ᎠᎫᏴᏗ ᏥᏚᏪᎾᏒ ᏂᎦᏛ ᎾᏍᎩ ᎢᎬᏩᏍᏗᏓᏂ ᎨᏒ ᏫᏚᏨᏎᏊ ᎾᏍᎩ ᏧᏚᎦᏔᏅᎯ,asehno nagwu nusgwalvdv akuyvdi jiduwenasv nigadv nasgi igvwasdidani gesv widujvsegwu nasgi juduktanvhi,"However, before payment was made, the money was frozen, and the judgment was overturned.",,Legal Document,,6,John Littlebones,,,"however, now, before time, to pay, froze, all, that, remaining situation, which was, they were returned, that, judgment",ase-hno nagwu n-u-sgwalv-d-v a-kuy-di-hi ji-d-u-wenas-v nigadv nasgi igvwasdidani ges-v wi-d-u-jvs-e-gwu nasgi j-u-duktan-vhi,"however, now, Spec 3 before-time exP, 3 pay Inf, Pst Pl 3 return exP, all, that, remaining-situation, be-exP, Tr Pl 3 be-return repP just, that, Pst 3 judge exP"
,Cherokee Narratives,ᎪᎯᏃ ᏥᎩ ᎾᏊ ᎾᏍᎩ john mills ᏛᎾᏣᏂ ᏥᏲᏎ ᎤᏣᏘ ᎣᏍᏛ ᎤᏓᏚᎬ ᏂᎦᎵᏍᏗᎭ ᎤᏲᎱᏒᎯᏃ ᏥᏂᎦᎵᏍᏗᎭ ᎾᏊ ᏭᏓᎪᎾᏛᏛ ᎾᎥ ᎪᎱᏍᏗ ᎤᏩᏅ ᎡᎲ ᎤᏘᏯᏍᏓᏁᎲ ᏂᎦᎵᏍᏗᎭ,kohihno jigi nagwu nasgi john mills dvnajani chiyose ujati osdv udatugv nigalsdiha uyohusvhihno jinigalsdiha nagwu wudagonatdv na?v gohusdi uwahnv ehv utiyasdanehv nigalsdiha,"And now it turns out that this man, John Mills, whom you call Dvnajani, has a substantial sum of money owed to him, and since the records show that he is deceased, it is left up to a close relative to take action.",,Legal Document,,7,John Littlebones,,,"and now, which is, now, that, John Mills, name, what you call him, much, good, he was owed, as it happens, and dead, since he happens to be, then, very, near, something, to him, he lives, his inheritance, it happens",kohi-hno j-i-gi nagwu nasgi john mills dvnajani chi-yos-e ujati osdv u-datug-v ni-g-alsdih-a u-yohus-vhi-hno ji-ni-g-alsdih-a nagwu w-u-dagonatd-v na?v gohusdi u-wahn-v eh-v u-tiyasdaneh-v ni-g-alsdih-a,"now and, Rel be, now, that, john mills, dvnajani, you/him call repP, much, good, 3 owe exP, Spec 3 happen Pres, 3 die exP and, since Spec 3 happen Pres, then, Tr 3 extremely exP, near, something, 3 related exP, live exP, 3 inherit exP, Spec 3 happen Pres"
,Cherokee Narratives,ᎤᏁᏍᏓᎳ ᎤᏩᏒ ᎠᏎ ᏧᎸᏫᏍᏓᏁᏗ ᎡᎲᏃ ᏥᏂᎦᎵᏍᏗᎭ ᎾᏊ,unesdala uwasv ase julvhwisdanedi ehvhno jinigalsdiha nagwu,"Since Ice is still living, he should be the one to take action.",,Legal Document,,8,John Littlebones,,,"Ice, himself, must, for him to work, his life, as it happens to be, then",unesdala u-wasv ase j-u-lvhwisdaneh-di eh-v-hno ji-ni-g-alsdih-a nagwu,"ice, 3 self, must, Pl 3 work Inf, live exP and, Rel Spec 3 happen Pres, then"
,Cherokee Narratives,ᎯᎠ ᏫᏂᏥᏪᏎᎭ ᏓᎩᎾᎥ ᎪᏪᎵ ᎧᏃᎮᏍᎩ ᏛᎾᏣᏂ,hi?a winijiweseha dagina?v gohweli kanohesgi dvnajani,So I would advise him that I do have the necessary papers [regarding Dvnajani].,,Legal Document,,9,John Littlebones,,,"this, I am saying to him, in my possession, papers, it tells, Dvnajani",hi?a wi-ni-ji-weseh-a d-agi-na?-v gohweli ka-nohes-g-i dvnajani,"this, Tr Spec 1 say Dat Pres, Pl 1Pos exP, paper, 3 tell Prog Ag, dvnajani"
,Cherokee Narratives,ᏦᏥᎳᏫᏥᏙ ᏥᎨᎲ ... ᏌᎷᏱᏊ ᏧᏂᎳᏫᏍᏗ ...,back when I was at home jojilawijido jigehv we traveled at least a good 3–5 miles saluyigw junilawsdi Sunday mornings,"Back when I was at home, when we used to attend church, we traveled at least a good three to five miles through the woods to church on Sunday mornings.",,Reminiscence,,1,Mose Killer,,,"back when I was at home, we churchgoers when it was, we traveled at least, a good 3–5 miles, through the woods, to church, Sunday mornings",back when I was at home j-oji-lawijido ji-geh-v we traveled at least a good 3–5 miles saluyi-gw j-u-ni-laws-di Sunday mornings,"back when I was at home, Pl they-and-I attend-church, Rel be exP, we traveled at least, a good 3–5 miles, woods just, Pl 3 Pl attend-church Inf, Sunday mornings"
,Cherokee Narratives,ᎪᎯᏃ ᏥᎩ cars ᏥᏕᎩᎭ ... Ꮟ ᎠᏂᎾᎵᏲᎦ ᏧᏂᎳᏫᏍᏗ ᎤᏁᏓᏍᏗ,kohin jig cars jidegih you know people si anina?liyoga junilawsdi unedasdi,"Now that we have cars, you know, people are still too lazy to attend church.",,Reminiscence,,2,Mose Killer,,,"now which it is, cars, we have cars, you know people, still yet, they are lazy, to church, to attend",kohi-n j-ig cars j-id-egih you know people si a-ni-na?liyo j-u-n-laws-di u-n-edas-di,"now and, Rel be, cars, Pl you Pl-and-I have, you know people, still-yet, 3 Pl lazy, Pl 3 Pl attend-church Inf, 3 Pl attend"
,Cherokee Narratives,... ᎡᎳᏗᏊ,and back we’d go visit our aunts we’d go visit our uncles and they lived 2–3 miles away eldigw,"And back then we’d go visit our aunts, we’d go visit our uncles, and they lived probably two to three miles away.",,Reminiscence,,3,Mose Killer,,,"and back we’d go visit, our aunts we’d go visit our, uncles and they lived 2–3 miles, away, on foot",and back we’d go visit our aunts we’d go visit our uncles and they lived 2–3 miles away eldi-gw,"and back we’d go visit, our aunts we’d go visit our, uncles and they lived 2–3 miles, away, on-foot just"
,Cherokee Narratives,ᎪᎯᏃ ᏥᎩ cars ᏕᎩᎭ ...,kohin jig cars degih we don’t even think about going over there and it takes 3–5 minutes to get there and back,"Now we have cars, and we don’t even think about going over there, and it takes about three to five minutes to get there and back.",,Reminiscence,,4,Mose Killer,,,"now which it is, cars, we have, we don’t even think about going, over there and it takes 3–5, minutes to get there and back",kohi-n j-ig cars d-egih we don’t even think about going over there and it takes 3–5 minutes to get there and back,"now and, Rel be, cars, you Pl-and-I have, we don’t even think about going, over there and it takes 3–5, minutes to get there and back"
,Cherokee Narratives,...,then it took you one to two hours to walk that so,"Then, it took you one to two hours to walk that.",,Reminiscence,,5,Mose Killer,,,"then it took you one to, two hours to walk that so",then it took you one to two hours to walk that so,"then it took you one to, two hours to walk that so"
